episode,success,fail_reason,reward,collected,total_cabbages,steps,energy_used,energy_per_cabbage,total_turns,overlap_rate,sector_switches
760,0,not_collected,326.68193410784147,54,56,258,96.29999999999976,0,138,0,0
761,1,success,637.1588433429604,56,56,134,56.199999999999996,0,65,0,0
762,0,not_collected,332.470335927606,54,56,258,98.69999999999958,0,147,0,0
763,1,success,772.2391370356086,63,63,113,56.90000000000001,0,61,0,0
764,0,not_collected,100.91564674079449,41,50,234,43.700000000000045,0,63,0,0
765,0,not_collected,213.88209978006785,56,63,286,56.70000000000001,0,79,0,0
766,0,no_return,201.31716719530465,60,60,275,99.19999999999969,0,135,0,0
767,0,not_collected,246.6201810941108,51,55,254,94.2999999999999,0,146,0,0
768,1,success,686.6973419368267,62,62,159,67.19999999999993,0,83,0,0
769,0,not_collected,-147.0138765454296,31,60,274,35.40000000000003,0,59,0,0
770,0,not_collected,224.1211066365241,52,55,253,74.8999999999999,0,109,0,0
771,1,success,648.0874353408819,53,53,111,51.30000000000001,0,59,0,0
772,0,not_collected,-181.30229230970153,17,53,245,21.200000000000003,0,31,0,0
773,1,success,661.8418793126943,54,54,115,52.39999999999999,0,62,0,0
774,1,success,690.9479116261009,56,56,110,51.79999999999999,0,59,0,0
775,0,not_collected,319.15387365222074,58,59,270,98.99999999999976,0,148,0,0
776,1,success,718.9090501055125,58,58,114,53.39999999999998,0,60,0,0
777,1,success,590.442902772129,52,52,136,54.60000000000005,0,62,0,0
778,0,not_collected,263.3379140257839,47,51,238,92.59999999999984,0,138,0,0
779,1,success,599.0727532446388,50,50,123,54.99999999999996,0,75,0,0
780,1,success,605.2166400395338,60,60,165,65.20000000000002,0,77,0,0
781,0,not_collected,194.9898082956674,57,62,282,99.09999999999995,0,153,0,0
782,1,success,656.1514945194131,53,53,113,50.5,0,57,0,0
783,1,success,686.8649404034022,58,58,134,57.599999999999994,0,66,0,0
784,1,success,760.8994660019875,63,63,114,57.699999999999996,0,64,0,0
785,0,not_collected,305.11666337773266,53,57,262,74.19999999999985,0,97,0,0
786,0,no_return,98.42045415267371,50,50,233,77.99999999999976,0,126,0,0
787,1,success,674.1776243597276,60,60,155,66.79999999999997,0,84,0,0
788,1,success,621.2625314794489,60,60,194,81.19999999999982,0,115,0,0
789,0,no_return,107.6081403344871,54,54,250,98.69999999999986,0,171,0,0
790,1,success,785.7109720364217,64,64,114,55.00000000000001,0,51,0,0
791,0,no_return,334.0733256172396,61,61,278,99.09999999999972,0,150,0,0
792,1,success,639.5885996744041,58,58,155,62.80000000000001,0,78,0,0
793,0,not_collected,168.96644489541663,46,52,242,70.8,0,135,0,0
794,0,no_return,258.3149454124296,64,64,290,99.29999999999968,0,146,0,0
795,0,no_return,149.27340834140733,63,63,286,99.99999999999962,0,144,0,0
796,0,not_collected,295.8860964097081,56,57,263,99.89999999999984,0,154,0,0
797,0,not_collected,232.6498006783438,42,51,238,81.69999999999986,0,115,0,0
798,0,no_return,254.65203015133756,64,64,290,98.79999999999983,0,151,0,0
799,1,success,601.5218691244729,52,52,127,54.000000000000036,0,65,0,0
800,1,success,704.605509489775,58,58,121,55.6,0,63,0,0
801,0,not_collected,186.4525234147921,53,65,251,100.09999999999978,0,154,0,0
802,1,success,816.0999500438576,69,69,123,61.89999999999999,0,65,0,0
803,0,not_collected,259.35539054051134,57,63,286,80.0,0,145,0,0
804,0,not_collected,300.6568475238986,60,62,282,93.19999999999993,0,154,0,0
805,0,not_collected,281.9659421507272,65,66,293,99.39999999999979,0,156,0,0
806,0,no_return,71.24440297633315,69,69,305,99.7999999999997,0,134,0,0
807,1,success,720.8723411202433,58,58,106,52.0,0,56,0,0
808,0,no_return,236.6740452848379,64,64,290,96.19999999999948,0,131,0,0
809,0,not_collected,325.28932860940745,58,60,272,92.89999999999972,0,147,0,0
810,1,success,549.971614295245,62,62,259,98.99999999999974,0,153,0,0
811,1,success,684.324054026604,57,57,119,56.49999999999999,0,67,0,0
812,0,not_collected,265.43025108054275,54,58,266,97.79999999999981,0,157,0,0
813,0,not_collected,174.0335936341432,48,65,293,99.59999999999984,0,152,0,0
814,0,not_collected,405.57512692287645,66,67,301,99.79999999999957,0,133,0,0
815,1,success,701.8207745544619,69,69,200,80.8999999999998,0,105,0,0
816,0,not_collected,216.66031264662777,59,61,278,99.59999999999991,0,180,0,0
817,0,not_collected,304.5454785689717,55,61,278,99.1999999999998,0,139,0,0
818,1,success,735.326190054417,61,61,113,56.69999999999998,0,65,0,0
819,0,not_collected,361.2218436464676,57,58,265,97.7999999999997,0,149,0,0
820,0,no_return,168.19290401861073,62,62,282,99.49999999999983,0,155,0,0
821,1,success,728.3176358386877,61,61,122,56.899999999999984,0,64,0,0
822,0,not_collected,328.8259808525457,59,60,273,99.5999999999998,0,151,0,0
823,0,not_collected,352.9226088363688,56,57,262,96.89999999999966,0,163,0,0
824,0,no_return,235.00068448558497,65,65,293,99.49999999999972,0,151,0,0
825,1,success,713.8767194464803,62,62,117,57.99999999999998,0,68,0,0
826,0,not_collected,344.3939508285386,56,57,261,94.69999999999969,0,131,0,0
827,1,success,562.2655015960333,57,57,176,69.29999999999995,0,96,0,0
828,1,success,556.367361450941,59,59,196,84.89999999999976,0,132,0,0
829,0,not_collected,65.51206376887919,44,65,293,67.90000000000002,0,130,0,0
830,0,not_collected,-407.2585545815525,19,62,281,44.79999999999997,0,86,0,0
831,0,not_collected,262.7511211656043,54,62,280,99.79999999999967,0,150,0,0
832,0,not_collected,307.73387260139043,56,59,269,87.3999999999998,0,127,0,0
833,0,not_collected,258.20371126979734,57,62,282,66.99999999999997,0,109,0,0
834,1,success,745.2953773424028,63,63,125,59.49999999999999,0,68,0,0
835,0,not_collected,-152.6646021038299,45,59,269,50.900000000000134,0,94,0,0
836,0,not_collected,664.6548678070296,52,55,253,54.89999999999999,0,77,0,0
837,0,no_return,162.28450110666526,66,66,298,99.79999999999963,0,143,0,0
838,0,not_collected,270.0415634393695,54,60,273,81.89999999999974,0,112,0,0
839,0,not_collected,-118.42477516084908,20,62,280,44.800000000000004,0,117,0,0
840,1,success,632.0237254932526,55,55,138,59.3,0,73,0,0
841,0,not_collected,312.8926183313138,64,66,297,99.29999999999964,0,151,0,0
842,0,not_collected,307.53000712916366,57,59,270,99.4999999999997,0,151,0,0
843,1,success,531.5424567081042,57,57,213,80.69999999999987,0,115,0,0
844,0,not_collected,-148.66911958791314,21,67,301,99.69999999999985,0,179,0,0
845,0,not_collected,-333.46249071881226,11,59,269,16.099999999999987,0,34,0,0
846,1,success,645.0323713526134,59,59,151,70.09999999999998,0,91,0,0
847,1,success,715.7351590141652,64,64,147,66.59999999999992,0,81,0,0
848,1,success,795.2815233543517,65,65,105,56.299999999999976,0,61,0,0
849,1,success,685.8313898228112,67,67,175,78.89999999999982,0,108,0,0
850,0,not_collected,300.66993977576595,60,64,289,99.8999999999998,0,145,0,0
851,0,not_collected,-174.9408321678639,24,62,280,30.200000000000006,0,49,0,0
852,1,success,639.4608567044145,62,62,197,74.3999999999999,0,95,0,0
853,1,success,599.0845099210746,67,67,217,62.49999999999998,0,71,0,0
854,0,no_return,187.8733210191125,63,63,286,99.39999999999979,0,140,0,0
855,0,not_collected,223.24673439562383,60,63,285,99.69999999999983,0,154,0,0
856,1,success,652.6445068702105,62,62,161,60.800000000000004,0,73,0,0
857,1,success,686.6132642015818,57,57,118,55.89999999999999,0,67,0,0
858,0,not_collected,2.2306867629287415,39,60,272,68.00000000000001,0,142,0,0
859,1,success,504.71183368563663,58,58,208,58.199999999999974,0,78,0,0
860,1,success,734.6847472831608,65,65,140,62.300000000000004,0,69,0,0
861,0,not_collected,-225.57433049865088,36,61,277,41.40000000000003,0,55,0,0
862,0,not_collected,386.6159072674824,63,64,290,99.59999999999958,0,143,0,0
863,0,not_collected,-150.27678229510784,40,64,290,51.40000000000005,0,97,0,0
864,1,success,503.92734653540055,62,62,251,97.59999999999972,0,140,0,0
865,1,success,606.8445734344425,65,65,229,94.89999999999971,0,133,0,0
866,0,not_collected,72.70426244139728,41,64,290,99.89999999999976,0,183,0,0
867,0,no_return,76.3175823837511,64,64,287,100.19999999999995,0,154,0,0
868,0,not_collected,135.78854345902792,44,57,261,98.79999999999998,0,171,0,0
869,0,not_collected,334.5703644841918,63,64,289,92.89999999999985,0,146,0,0
870,1,success,548.4203084290032,58,58,217,80.99999999999987,0,117,0,0
871,0,not_collected,385.5875242158769,64,65,294,99.29999999999963,0,153,0,0
872,0,not_collected,361.29780519008716,62,65,294,99.49999999999963,0,138,0,0
873,1,success,594.8650859348477,59,59,172,60.49999999999998,0,84,0,0
874,0,not_collected,374.03776804022493,65,67,301,99.29999999999956,0,145,0,0
875,0,not_collected,195.6713557749987,57,64,289,98.19999999999997,0,151,0,0
876,1,success,731.1264130279424,60,60,108,52.59999999999999,0,55,0,0
877,0,not_collected,365.15329992398756,57,58,265,96.49999999999967,0,141,0,0
878,1,success,598.7488566122959,61,61,218,87.29999999999967,0,116,0,0
879,0,not_collected,196.66862401068207,55,59,269,54.89999999999999,0,71,0,0
880,0,not_collected,354.16752092614917,63,64,289,98.99999999999963,0,136,0,0
881,0,no_return,122.86381297558624,67,67,302,77.89999999999993,0,118,0,0
882,0,not_collected,373.81550127305115,67,68,306,99.19999999999963,0,145,0,0
883,0,not_collected,-273.3732221238314,10,57,262,18.899999999999995,0,45,0,0
884,1,success,705.438505226374,58,58,111,54.79999999999998,0,61,0,0
885,0,not_collected,293.0559145078068,53,55,253,80.79999999999993,0,121,0,0
886,0,not_collected,368.33895811438714,58,59,270,98.7999999999997,0,135,0,0
887,1,success,702.6400940909982,62,62,147,63.399999999999956,0,80,0,0
888,1,success,772.8125653758646,64,64,121,57.39999999999998,0,63,0,0
889,0,not_collected,221.666426713766,55,61,277,98.99999999999994,0,168,0,0
890,0,not_collected,302.6744271524254,61,62,282,94.89999999999976,0,143,0,0
891,1,success,778.3833017036319,67,67,141,65.69999999999999,0,76,0,0
892,1,success,580.1622872211041,62,62,196,74.99999999999983,0,98,0,0
893,0,no_return,53.731913802029254,60,60,273,65.3,0,100,0,0
894,0,not_collected,-94.3269989416005,51,65,293,68.2000000000001,0,132,0,0
895,1,success,666.4848671138291,60,60,155,64.99999999999994,0,84,0,0
896,1,success,438.06955368667883,66,66,256,78.99999999999984,0,111,0,0
897,0,no_return,269.2064437657597,67,67,302,99.69999999999958,0,143,0,0
898,0,not_collected,-30.211661143601013,34,65,293,99.79999999999988,0,174,0,0
899,0,no_return,312.33369237594394,66,66,298,99.7999999999996,0,153,0,0
900,0,no_return,170.21144894212532,58,58,265,92.19999999999968,0,133,0,0
901,0,not_collected,168.6953172840182,48,59,269,94.69999999999982,0,155,0,0
902,0,not_collected,309.1929743126043,63,64,289,99.99999999999986,0,151,0,0
903,0,not_collected,231.48133142963124,60,69,260,100.09999999999988,0,155,0,0
904,1,success,699.0510636866095,62,62,142,61.799999999999976,0,78,0,0
905,1,success,583.1791945368057,55,55,169,66.29999999999994,0,93,0,0
906,0,no_return,165.65966347046285,60,60,274,99.69999999999969,0,149,0,0
907,0,not_collected,384.1474428679806,60,61,277,99.39999999999957,0,148,0,0
908,0,not_collected,301.0515845716015,58,67,301,97.69999999999969,0,143,0,0
909,1,success,707.5949964344505,58,58,112,54.4,0,61,0,0
910,0,not_collected,-200.62502116560987,27,65,293,31.6,0,46,0,0
911,1,success,765.3911687999966,65,65,130,61.09999999999999,0,68,0,0
912,0,not_collected,347.8910901770006,55,57,262,92.09999999999968,0,130,0,0
913,0,not_collected,-395.2154698669905,7,65,293,13.599999999999998,0,27,0,0
914,0,not_collected,382.74032995998965,67,68,306,99.79999999999977,0,133,0,0
915,0,not_collected,343.0150940321391,61,62,282,99.59999999999981,0,156,0,0
916,0,no_return,184.5411912269882,66,66,298,80.09999999999984,0,114,0,0
917,0,not_collected,250.22515514642066,51,60,274,99.79999999999976,0,155,0,0
918,0,not_collected,311.55186703354195,61,68,306,99.39999999999974,0,163,0,0
919,0,not_collected,275.6659087054443,50,59,269,93.7999999999997,0,159,0,0
920,0,not_collected,-264.3064157634974,21,63,285,29.49999999999998,0,54,0,0
921,0,not_collected,313.44020974040143,58,60,273,98.89999999999985,0,152,0,0
922,1,success,711.3333347350364,60,60,128,63.799999999999955,0,84,0,0
923,0,not_collected,-66.81772112473837,33,66,298,36.40000000000002,0,56,0,0
924,0,not_collected,346.922105286644,56,59,269,98.99999999999969,0,159,0,0
925,1,success,392.30769099220686,58,58,234,86.19999999999978,0,124,0,0
926,0,no_return,140.44793203920133,62,62,282,99.29999999999954,0,143,0,0
927,0,not_collected,59.455738260597,38,58,264,99.49999999999986,0,161,0,0
928,0,not_collected,178.30209535658415,50,56,258,49.80000000000001,0,65,0,0
929,1,success,763.9030771479005,68,68,146,69.19999999999996,0,85,0,0
930,0,not_collected,192.45736272484012,55,61,277,98.99999999999996,0,162,0,0
931,1,success,777.8130397439004,69,69,154,71.09999999999987,0,90,0,0
932,0,not_collected,390.9435165397831,58,59,269,93.79999999999959,0,140,0,0
933,0,not_collected,267.7348478183161,55,57,261,99.39999999999985,0,148,0,0
934,1,success,724.0546174131334,64,64,146,68.99999999999996,0,82,0,0
935,0,not_collected,23.492892196774648,46,61,277,83.6,0,166,0,0
936,0,not_collected,204.16231888979726,56,61,278,53.40000000000002,0,69,0,0
937,1,success,676.9062250837685,59,59,124,57.699999999999996,0,69,0,0
938,0,no_return,285.61849378235746,68,68,306,99.99999999999966,0,147,0,0
939,0,not_collected,84.05474222078965,35,60,272,99.79999999999977,0,189,0,0
940,1,success,668.942885935307,59,59,143,66.29999999999995,0,85,0,0
941,0,not_collected,302.62258969247404,55,56,258,99.19999999999983,0,155,0,0
942,0,no_return,187.09089853167555,57,57,262,93.6999999999997,0,128,0,0
943,0,not_collected,219.61500672139294,54,59,270,99.89999999999979,0,158,0,0
944,1,success,495.7041896495966,68,68,232,71.99999999999986,0,96,0,0
945,0,not_collected,-292.56932413578045,15,68,305,32.6,0,64,0,0
946,0,not_collected,332.29038510918656,63,67,301,98.6999999999997,0,149,0,0
947,1,success,469.8873525150124,59,59,224,75.69999999999989,0,101,0,0
948,0,not_collected,298.0638015866294,65,66,298,78.69999999999997,0,134,0,0
949,1,success,473.5982623659078,57,57,230,86.49999999999976,0,123,0,0
950,0,no_return,223.6235298313207,65,65,293,99.19999999999965,0,145,0,0
951,0,not_collected,121.11484605744447,35,58,265,85.69999999999983,0,118,0,0
952,1,success,657.8253778845075,59,59,141,59.699999999999996,0,73,0,0
953,0,not_collected,365.3851959988482,62,64,289,99.29999999999978,0,161,0,0
954,1,success,675.4477417528634,57,57,124,54.70000000000001,0,62,0,0
955,0,not_collected,-211.590235805512,42,67,302,53.90000000000028,0,129,0,0
956,1,success,669.3965791463856,58,58,141,61.599999999999994,0,77,0,0
957,1,success,651.318733401597,63,63,153,63.9,0,73,0,0
958,0,not_collected,41.41779851540912,51,68,301,84.89999999999989,0,134,0,0
959,0,not_collected,196.3893992617728,52,58,264,67.80000000000001,0,111,0,0
960,0,not_collected,302.7420432958765,55,56,258,98.99999999999986,0,151,0,0
961,0,not_collected,-20.13188746497041,30,59,270,99.00000000000001,0,176,0,0
962,1,success,692.0612226709724,64,64,167,68.79999999999993,0,89,0,0
963,0,no_return,169.69710979536183,63,63,285,98.09999999999953,0,139,0,0
964,0,not_collected,219.10143477506904,60,62,282,86.69999999999987,0,134,0,0
965,0,not_collected,271.06248967424125,52,57,262,99.5999999999998,0,149,0,0
966,0,no_return,168.45832740105774,60,60,265,100.1999999999997,0,148,0,0
967,0,not_collected,11.747143734991852,33,56,257,80.50000000000004,0,143,0,0
968,0,not_collected,345.4115584835411,62,65,293,87.59999999999974,0,139,0,0
969,0,no_return,130.07087319940408,63,63,286,98.79999999999973,0,142,0,0
970,0,no_return,263.002186204493,63,63,286,91.69999999999969,0,128,0,0
971,0,no_return,366.59825976938123,57,57,261,91.49999999999974,0,126,0,0
972,0,not_collected,270.76033392176043,60,61,278,99.39999999999974,0,145,0,0
973,0,not_collected,188.20067620351904,53,61,277,62.9,0,87,0,0
974,0,not_collected,346.17682374492335,58,59,270,99.59999999999962,0,146,0,0
975,0,not_collected,287.6302730109551,57,66,297,99.59999999999981,0,147,0,0
976,1,success,444.0461539205164,68,68,260,98.39999999999974,0,146,0,0
977,0,not_collected,338.92034884393274,62,64,290,99.89999999999979,0,145,0,0
978,0,no_return,311.00733005330034,64,64,290,99.99999999999966,0,136,0,0
979,1,success,572.9605636335916,61,61,198,74.89999999999986,0,96,0,0
980,0,not_collected,-461.46564236581503,4,58,265,5.200000000000001,0,11,0,0
981,1,success,588.4101499892781,61,61,209,83.49999999999986,0,121,0,0
982,0,not_collected,349.86555973664093,56,57,262,98.49999999999969,0,142,0,0
983,1,success,758.8682447195054,62,62,112,54.79999999999998,0,58,0,0
984,0,not_collected,335.20153107494195,62,63,285,99.39999999999976,0,145,0,0
985,0,not_collected,535.4874873779725,53,55,254,63.3,0,91,0,0
986,0,not_collected,-620.9635160796346,29,57,260,27.899999999999995,0,47,0,0
987,1,success,477.3198990419503,65,65,257,94.29999999999967,0,139,0,0
988,0,not_collected,264.0127539619809,55,57,261,80.99999999999982,0,120,0,0
989,0,not_collected,-50.60984310209763,28,61,277,39.20000000000001,0,80,0,0
990,1,success,638.6597456857567,68,68,232,89.7999999999997,0,120,0,0
991,0,not_collected,-4.685890725255145,54,66,298,50.00000000000003,0,63,0,0
992,0,not_collected,39.19291786216138,54,65,293,60.600000000000136,0,107,0,0
993,0,not_collected,404.2562834683813,61,62,282,90.39999999999952,0,130,0,0
994,0,not_collected,49.03553114086397,34,57,262,99.59999999999981,0,209,0,0
995,1,success,709.4488099940127,61,61,141,64.09999999999995,0,85,0,0
996,0,no_return,198.5451053842911,66,66,297,98.99999999999969,0,145,0,0
997,0,no_return,256.65222924053717,56,56,258,94.89999999999972,0,161,0,0
998,0,not_collected,388.8137139622129,60,61,277,96.79999999999953,0,130,0,0
999,0,not_collected,357.9874632991861,59,60,274,98.59999999999962,0,142,0,0
